,id,vervoerwijze,reismotief,regio,jaar,verplaatsingPerDag,afstandPerDag,reisduurPerDag,afstandPerVerplaatsing,reisduurPerVerplaatsing,verplaatsingenPerJaar,afstandPerJaar,reisduurPerJaar
1936,1936,Car (driver),From/to work address,Nederland,2010,    0.25,    5.82,    7.41,   23.06,   29.36,      88,    2024,    42.9
1937,1937,Car (driver),From/to work address,Nederland,2011,    0.25,    6.06,    7.28,   23.94,   28.78,      88,    2107,    42.2
1938,1938,Car (driver),From/to work address,Nederland,2012,    0.25,    5.88,    7.17,   23.15,   28.25,      89,    2050,    41.7
1939,1939,Car (driver),From/to work address,Nederland,2013,    0.25,    6.00,    7.27,   24.01,   29.07,      87,    2089,    42.2
1940,1940,Car (driver),From/to work address,Nederland,2014,    0.25,    6.22,    7.42,   24.64,   29.42,      88,    2164,    43.1
1941,1941,Car (driver),From/to work address,Nederland,2015,    0.25,    6.18,    7.33,   25.02,   29.65,      86,    2155,    42.6
1942,1942,Car (driver),From/to work address,Nederland,2016,    0.25,    6.24,    7.52,   25.30,   30.50,      86,    2178,    43.8
1943,1943,Car (driver),From/to work address,Nederland,2017,    0.25,    5.97,    7.30,   23.91,   29.24,      87,    2070,    42.2
1944,1944,Car (driver),From/to work address,Noord-Nederland (LD),2010,    0.25,    6.05,    6.80,   24.48,   27.52,      86,    2103,    39.4
1945,1945,Car (driver),From/to work address,Noord-Nederland (LD),2011,    0.26,    6.66,    7.03,   25.37,   26.76,      91,    2318,    40.7
1946,1946,Car (driver),From/to work address,Noord-Nederland (LD),2012,    0.27,    6.83,    7.31,   25.75,   27.55,      93,    2384,    42.5
1947,1947,Car (driver),From/to work address,Noord-Nederland (LD),2013,    0.25,    6.43,    6.88,   25.86,   27.70,      86,    2235,    39.9
1948,1948,Car (driver),From/to work address,Noord-Nederland (LD),2014,    0.24,    6.52,    6.68,   27.55,   28.24,      82,    2267,    38.7
1949,1949,Car (driver),From/to work address,Noord-Nederland (LD),2015,    0.25,    6.67,    7.31,   26.71,   29.28,      87,    2323,    42.4
1950,1950,Car (driver),From/to work address,Noord-Nederland (LD),2016,    0.26,    7.29,    7.47,   28.11,   28.82,      91,    2545,    43.5
1951,1951,Car (driver),From/to work address,Noord-Nederland (LD),2017,    0.26,    6.46,    7.65,   25.00,   29.61,      90,    2238,    44.2
1952,1952,Car (driver),From/to work address,Oost-Nederland (LD),2010,    0.27,    6.60,    7.71,   24.76,   28.94,      93,    2293,    44.7
1953,1953,Car (driver),From/to work address,Oost-Nederland (LD),2011,    0.27,    7.07,    8.09,   25.78,   29.52,      95,    2457,    46.9
1954,1954,Car (driver),From/to work address,Oost-Nederland (LD),2012,    0.26,    6.17,    7.09,   24.03,   27.61,      90,    2152,    41.2
1955,1955,Car (driver),From/to work address,Oost-Nederland (LD),2013,    0.26,    6.67,    7.44,   25.36,   28.29,      92,    2321,    43.2
1956,1956,Car (driver),From/to work address,Oost-Nederland (LD),2014,    0.25,    6.36,    7.32,   24.99,   28.77,      89,    2212,    42.5
1957,1957,Car (driver),From/to work address,Oost-Nederland (LD),2015,    0.25,    6.89,    7.55,   27.17,   29.78,      88,    2401,    43.9
1958,1958,Car (driver),From/to work address,Oost-Nederland (LD),2016,    0.26,    7.01,    8.11,   26.85,   31.05,      91,    2450,    47.2
1959,1959,Car (driver),From/to work address,Oost-Nederland (LD),2017,    0.26,    6.37,    7.25,   24.80,   28.24,      89,    2208,    41.9
1960,1960,Car (driver),From/to work address,West-Nederland (LD),2010,    0.23,    5.29,    7.23,   22.70,   30.99,      81,    1840,    41.9
1961,1961,Car (driver),From/to work address,West-Nederland (LD),2011,    0.23,    5.37,    6.92,   23.61,   30.41,      79,    1868,    40.1
1962,1962,Car (driver),From/to work address,West-Nederland (LD),2012,    0.23,    5.53,    7.15,   23.53,   30.46,      82,    1929,    41.6
1963,1963,Car (driver),From/to work address,West-Nederland (LD),2013,    0.23,    5.46,    7.04,   24.16,   31.15,      79,    1899,    40.8
1964,1964,Car (driver),From/to work address,West-Nederland (LD),2014,    0.24,    5.94,    7.45,   25.22,   31.62,      82,    2068,    43.2
1965,1965,Car (driver),From/to work address,West-Nederland (LD),2015,    0.23,    5.68,    7.16,   24.93,   31.44,      79,    1978,    41.6
1966,1966,Car (driver),From/to work address,West-Nederland (LD),2016,    0.22,    5.58,    7.21,   25.15,   32.49,      77,    1949,    42.0
1967,1967,Car (driver),From/to work address,West-Nederland (LD),2017,    0.22,    5.41,    6.92,   24.25,   31.02,      77,    1876,    40.0
1968,1968,Car (driver),From/to work address,Zuid-Nederland (LD),2010,    0.28,    6.11,    7.82,   21.54,   27.59,      99,    2122,    45.3
1969,1969,Car (driver),From/to work address,Zuid-Nederland (LD),2011,    0.28,    6.27,    7.40,   22.11,   26.10,      99,    2182,    42.9
1970,1970,Car (driver),From/to work address,Zuid-Nederland (LD),2012,    0.29,    5.90,    7.23,   20.55,   25.16,     100,    2058,    42.0
1971,1971,Car (driver),From/to work address,Zuid-Nederland (LD),2013,    0.29,    6.35,    7.80,   21.79,   26.77,     101,    2207,    45.2
1972,1972,Car (driver),From/to work address,Zuid-Nederland (LD),2014,    0.30,    6.55,    7.83,   22.20,   26.54,     103,    2278,    45.4
1973,1973,Car (driver),From/to work address,Zuid-Nederland (LD),2015,    0.28,    6.39,    7.51,   22.56,   26.50,      99,    2225,    43.6
1974,1974,Car (driver),From/to work address,Zuid-Nederland (LD),2016,    0.28,    6.43,    7.64,   22.91,   27.20,      98,    2247,    44.5
1975,1975,Car (driver),From/to work address,Zuid-Nederland (LD),2017,    0.30,    6.61,    8.04,   22.14,   26.95,     103,    2290,    46.4
1976,1976,Car (driver),From/to work address,Groningen (PV),2010,    0.22,    4.84,    6.13,   22.04,   27.91,      76,    1681,    35.5
1977,1977,Car (driver),From/to work address,Groningen (PV),2011,    0.22,    6.22,    6.61,   27.82,   29.60,      78,    2164,    38.4
1978,1978,Car (driver),From/to work address,Groningen (PV),2012,    0.23,    6.03,    6.59,   26.38,   28.82,      80,    2105,    38.3
1979,1979,Car (driver),From/to work address,Groningen (PV),2013,    0.21,    5.03,    5.69,   24.51,   27.73,      71,    1751,    33.0
1980,1980,Car (driver),From/to work address,Groningen (PV),2014,    0.22,    5.39,    5.79,   24.70,   26.51,      76,    1877,    33.6
1981,1981,Car (driver),From/to work address,Groningen (PV),2015,    0.25,    5.70,    6.21,   22.97,   25.01,      87,    1989,    36.1
1982,1982,Car (driver),From/to work address,Groningen (PV),2016,    0.23,    5.79,    6.42,   25.61,   28.38,      79,    2025,    37.4
1983,1983,Car (driver),From/to work address,Groningen (PV),2017,    0.23,    5.17,    5.76,   22.68,   25.26,      79,    1792,    33.3
1984,1984,Car (driver),From/to work address,Friesland (PV),2010,    0.24,    6.29,    6.67,   25.84,   27.41,      85,    2187,    38.7
1985,1985,Car (driver),From/to work address,Friesland (PV),2011,    0.27,    6.64,    7.07,   24.91,   26.52,      93,    2312,    41.0
1986,1986,Car (driver),From/to work address,Friesland (PV),2012,    0.29,    7.29,    7.83,   25.43,   27.29,     100,    2545,    45.5
1987,1987,Car (driver),From/to work address,Friesland (PV),2013,    0.26,    6.75,    7.13,   25.58,   27.03,      92,    2347,    41.3
1988,1988,Car (driver),From/to work address,Friesland (PV),2014,    0.23,    6.72,    6.90,   28.65,   29.39,      82,    2339,    40.0
1989,1989,Car (driver),From/to work address,Friesland (PV),2015,    0.24,    6.60,    7.68,   26.98,   31.38,      85,    2300,    44.6
1990,1990,Car (driver),From/to work address,Friesland (PV),2016,    0.25,    7.28,    7.41,   29.43,   29.97,      86,    2541,    43.1
1991,1991,Car (driver),From/to work address,Friesland (PV),2017,    0.24,    5.87,    8.26,   24.79,   34.91,      82,    2033,    47.7
1992,1992,Car (driver),From/to work address,Drenthe (PV),2010,    0.28,    7.14,    7.75,   25.14,   27.28,      99,    2480,    44.9
1993,1993,Car (driver),From/to work address,Drenthe (PV),2011,    0.30,    7.21,    7.45,   23.79,   24.58,     105,    2506,    43.2
1994,1994,Car (driver),From/to work address,Drenthe (PV),2012,    0.28,    7.17,    7.49,   25.57,   26.68,      98,    2501,    43.5
1995,1995,Car (driver),From/to work address,Drenthe (PV),2013,    0.28,    7.65,    7.97,   27.39,   28.51,      97,    2659,    46.1
1996,1996,Car (driver),From/to work address,Drenthe (PV),2014,    0.26,    7.58,    7.45,   29.10,   28.61,      91,    2635,    43.2
1997,1997,Car (driver),From/to work address,Drenthe (PV),2015,    0.26,    7.91,    8.14,   30.71,   31.60,      90,    2755,    47.3
1998,1998,Car (driver),From/to work address,Drenthe (PV),2016,    0.31,    9.09,    8.81,   28.88,   27.99,     110,    3174,    51.3
1999,1999,Car (driver),From/to work address,Drenthe (PV),2017,    0.32,    8.79,    9.11,   27.14,   28.14,     112,    3043,    52.6
2000,2000,Car (driver),From/to work address,Overijssel (PV),2010,    0.26,    6.38,    7.59,   24.29,   28.90,      91,    2220,    44.0
2001,2001,Car (driver),From/to work address,Overijssel (PV),2011,    0.27,    6.75,    7.51,   25.14,   27.97,      93,    2346,    43.5
2002,2002,Car (driver),From/to work address,Overijssel (PV),2012,    0.27,    6.21,    7.11,   23.30,   26.67,      93,    2163,    41.3
2003,2003,Car (driver),From/to work address,Overijssel (PV),2013,    0.27,    5.89,    7.05,   22.22,   26.60,      92,    2052,    40.9
2004,2004,Car (driver),From/to work address,Overijssel (PV),2014,    0.23,    5.47,    6.37,   23.89,   27.82,      80,    1904,    37.0
2005,2005,Car (driver),From/to work address,Overijssel (PV),2015,    0.26,    6.40,    7.15,   25.10,   28.02,      89,    2232,    41.5
2006,2006,Car (driver),From/to work address,Overijssel (PV),2016,    0.26,    6.10,    7.38,   23.51,   28.44,      91,    2132,    43.0
2007,2007,Car (driver),From/to work address,Overijssel (PV),2017,    0.27,    6.51,    7.42,   24.21,   27.58,      93,    2257,    42.9
2008,2008,Car (driver),From/to work address,Flevoland (PV),2010,    0.29,    8.80,    9.72,   30.33,   33.51,     101,    3060,    56.3
2009,2009,Car (driver),From/to work address,Flevoland (PV),2011,    0.29,    8.69,    9.62,   30.07,   33.28,     101,    3022,    55.8
2010,2010,Car (driver),From/to work address,Flevoland (PV),2012,    0.26,    8.27,    8.38,   32.37,   32.79,      89,    2884,    48.7
2011,2011,Car (driver),From/to work address,Flevoland (PV),2013,    0.27,    8.40,    8.68,   30.83,   31.86,      95,    2926,    50.4
2012,2012,Car (driver),From/to work address,Flevoland (PV),2014,    0.24,    7.31,    8.37,   29.84,   34.18,      85,    2547,    48.6
2013,2013,Car (driver),From/to work address,Flevoland (PV),2015,    0.26,    8.20,    8.32,   32.10,   32.57,      89,    2856,    48.3
2014,2014,Car (driver),From/to work address,Flevoland (PV),2016,    0.25,    7.56,    8.74,   30.56,   35.35,      86,    2641,    50.9
2015,2015,Car (driver),From/to work address,Flevoland (PV),2017,    0.20,    5.75,    6.02,   28.38,   29.71,      70,    1995,    34.8
2016,2016,Car (driver),From/to work address,Gelderland (PV),2010,    0.26,    6.29,    7.38,   23.82,   27.98,      92,    2184,    42.8
2017,2017,Car (driver),From/to work address,Gelderland (PV),2011,    0.27,    6.93,    8.13,   25.25,   29.59,      95,    2409,    47.0
2018,2018,Car (driver),From/to work address,Gelderland (PV),2012,    0.25,    5.73,    6.83,   22.78,   27.14,      88,    2000,    39.7
2019,2019,Car (driver),From/to work address,Gelderland (PV),2013,    0.26,    6.77,    7.41,   26.04,   28.53,      90,    2354,    43.0
2020,2020,Car (driver),From/to work address,Gelderland (PV),2014,    0.27,    6.67,    7.65,   24.64,   28.25,      94,    2319,    44.3
2021,2021,Car (driver),From/to work address,Gelderland (PV),2015,    0.25,    6.90,    7.63,   27.35,   30.22,      88,    2405,    44.3
2022,2022,Car (driver),From/to work address,Gelderland (PV),2016,    0.26,    7.42,    8.39,   28.01,   31.68,      92,    2591,    48.8
2023,2023,Car (driver),From/to work address,Gelderland (PV),2017,    0.26,    6.42,    7.41,   24.60,   28.39,      90,    2223,    42.8
2024,2024,Car (driver),From/to work address,Utrecht (PV),2010,    0.24,    5.84,    7.81,   24.62,   32.95,      82,    2029,    45.3
2025,2025,Car (driver),From/to work address,Utrecht (PV),2011,    0.25,    5.97,    7.67,   24.04,   30.89,      86,    2077,    44.5
2026,2026,Car (driver),From/to work address,Utrecht (PV),2012,    0.25,    6.49,    7.65,   25.92,   30.52,      87,    2266,    44.5
2027,2027,Car (driver),From/to work address,Utrecht (PV),2013,    0.24,    5.48,    6.52,   23.21,   27.61,      82,    1907,    37.8
2028,2028,Car (driver),From/to work address,Utrecht (PV),2014,    0.27,    7.42,    8.95,   27.44,   33.13,      94,    2581,    51.9
2029,2029,Car (driver),From/to work address,Utrecht (PV),2015,    0.25,    6.52,    7.71,   25.69,   30.38,      89,    2274,    44.8
2030,2030,Car (driver),From/to work address,Utrecht (PV),2016,    0.22,    6.37,    7.73,   28.79,   34.94,      77,    2225,    45.0
2031,2031,Car (driver),From/to work address,Utrecht (PV),2017,    0.23,    6.22,    7.29,   26.56,   31.12,      81,    2160,    42.2
2032,2032,Car (driver),From/to work address,Noord-Holland (PV),2010,    0.22,    4.85,    6.73,   22.08,   30.62,      76,    1688,    39.0
2033,2033,Car (driver),From/to work address,Noord-Holland (PV),2011,    0.22,    5.44,    6.81,   24.37,   30.53,      78,    1892,    39.5
2034,2034,Car (driver),From/to work address,Noord-Holland (PV),2012,    0.21,    4.74,    6.47,   22.55,   30.75,      73,    1656,    37.7
2035,2035,Car (driver),From/to work address,Noord-Holland (PV),2013,    0.21,    5.19,    6.65,   25.24,   32.29,      72,    1808,    38.5
2036,2036,Car (driver),From/to work address,Noord-Holland (PV),2014,    0.21,    5.24,    6.63,   24.56,   31.09,      74,    1823,    38.5
2037,2037,Car (driver),From/to work address,Noord-Holland (PV),2015,    0.21,    5.22,    6.70,   25.37,   32.55,      72,    1819,    38.9
2038,2038,Car (driver),From/to work address,Noord-Holland (PV),2016,    0.20,    4.98,    6.38,   24.97,   31.99,      70,    1739,    37.1
2039,2039,Car (driver),From/to work address,Noord-Holland (PV),2017,    0.20,    4.81,    5.92,   24.52,   30.20,      68,    1667,    34.2
2040,2040,Car (driver),From/to work address,Zuid-Holland (PV),2010,    0.24,    5.25,    7.36,   22.12,   31.00,      82,    1824,    42.6
2041,2041,Car (driver),From/to work address,Zuid-Holland (PV),2011,    0.22,    4.99,    6.73,   22.79,   30.72,      76,    1737,    39.0
2042,2042,Car (driver),From/to work address,Zuid-Holland (PV),2012,    0.24,    5.55,    7.33,   22.77,   30.07,      85,    1937,    42.6
2043,2043,Car (driver),From/to work address,Zuid-Holland (PV),2013,    0.23,    5.44,    7.44,   23.19,   31.76,      82,    1892,    43.2
2044,2044,Car (driver),From/to work address,Zuid-Holland (PV),2014,    0.24,    5.84,    7.50,   24.68,   31.70,      82,    2032,    43.5
2045,2045,Car (driver),From/to work address,Zuid-Holland (PV),2015,    0.23,    5.57,    7.31,   24.11,   31.61,      81,    1943,    42.5
2046,2046,Car (driver),From/to work address,Zuid-Holland (PV),2016,    0.23,    5.73,    7.73,   24.39,   32.91,      82,    2000,    45.0
2047,2047,Car (driver),From/to work address,Zuid-Holland (PV),2017,    0.23,    5.49,    7.58,   23.39,   32.29,      81,    1904,    43.8
2048,2048,Car (driver),From/to work address,Zeeland (PV),2010,    0.28,    7.04,    7.61,   25.52,   27.61,      96,    2447,    44.1
2049,2049,Car (driver),From/to work address,Zeeland (PV),2011,    0.27,    6.44,    6.97,   24.05,   26.05,      93,    2237,    40.4
2050,2050,Car (driver),From/to work address,Zeeland (PV),2012,    0.28,    7.72,    8.80,   28.05,   31.94,      96,    2692,    51.1
2051,2051,Car (driver),From/to work address,Zeeland (PV),2013,    0.26,    7.44,    7.71,   29.05,   30.10,      89,    2587,    44.7
2052,2052,Car (driver),From/to work address,Zeeland (PV),2014,    0.27,    7.12,    7.93,   26.04,   29.01,      95,    2476,    46.0
2053,2053,Car (driver),From/to work address,Zeeland (PV),2015,    0.27,    7.15,    7.20,   26.90,   27.11,      92,    2486,    41.8
2054,2054,Car (driver),From/to work address,Zeeland (PV),2016,    0.27,    5.95,    6.62,   22.40,   24.91,      93,    2078,    38.5
2055,2055,Car (driver),From/to work address,Zeeland (PV),2017,    0.27,    6.33,    6.69,   23.17,   24.49,      95,    2193,    38.6
2056,2056,Car (driver),From/to work address,Noord-Brabant (PV),2010,    0.28,    6.18,    8.22,   21.96,   29.21,      98,    2147,    47.6
2057,2057,Car (driver),From/to work address,Noord-Brabant (PV),2011,    0.28,    6.39,    7.57,   22.61,   26.80,      98,    2221,    43.9
2058,2058,Car (driver),From/to work address,Noord-Brabant (PV),2012,    0.30,    6.42,    7.78,   21.70,   26.32,     103,    2237,    45.2
2059,2059,Car (driver),From/to work address,Noord-Brabant (PV),2013,    0.29,    6.49,    8.00,   22.58,   27.85,     100,    2256,    46.4
2060,2060,Car (driver),From/to work address,Noord-Brabant (PV),2014,    0.30,    6.81,    7.92,   22.97,   26.71,     103,    2371,    45.9
2061,2061,Car (driver),From/to work address,Noord-Brabant (PV),2015,    0.29,    6.68,    7.89,   23.13,   27.30,     101,    2327,    45.8
2062,2062,Car (driver),From/to work address,Noord-Brabant (PV),2016,    0.28,    6.79,    8.12,   24.27,   29.00,      98,    2373,    47.3
2063,2063,Car (driver),From/to work address,Noord-Brabant (PV),2017,    0.30,    6.75,    8.24,   22.73,   27.75,     103,    2340,    47.6
2064,2064,Car (driver),From/to work address,Limburg (PV),2010,    0.29,    5.95,    6.95,   20.64,   24.11,     100,    2067,    40.3
2065,2065,Car (driver),From/to work address,Limburg (PV),2011,    0.29,    6.02,    7.03,   21.03,   24.56,     100,    2096,    40.8
2066,2066,Car (driver),From/to work address,Limburg (PV),2012,    0.27,    4.77,    6.00,   17.77,   22.34,      93,    1662,    34.8
2067,2067,Car (driver),From/to work address,Limburg (PV),2013,    0.30,    6.03,    7.34,   20.11,   24.47,     104,    2099,    42.6
2068,2068,Car (driver),From/to work address,Limburg (PV),2014,    0.29,    5.96,    7.62,   20.46,   26.15,     101,    2072,    44.1
2069,2069,Car (driver),From/to work address,Limburg (PV),2015,    0.27,    5.74,    6.65,   21.20,   24.57,      94,    1998,    38.6
2070,2070,Car (driver),From/to work address,Limburg (PV),2016,    0.28,    5.62,    6.56,   19.87,   23.18,      99,    1964,    38.2
2071,2071,Car (driver),From/to work address,Limburg (PV),2017,    0.30,    6.28,    7.59,   20.85,   25.19,     104,    2177,    43.8
2072,2072,Car (driver),From/to work address,Very urban,2010,    0.18,    4.08,    5.89,   22.20,   32.06,      64,    1419,    34.2
2073,2073,Car (driver),From/to work address,Very urban,2011,    0.19,    4.65,    6.04,   24.72,   32.11,      66,    1620,    35.1
2074,2074,Car (driver),From/to work address,Very urban,2012,    0.19,    4.68,    6.21,   24.07,   31.92,      68,    1636,    36.2
2075,2075,Car (driver),From/to work address,Very urban,2013,    0.18,    4.49,    6.09,   25.44,   34.49,      62,    1565,    35.4
2076,2076,Car (driver),From/to work address,Very urban,2014,    0.19,    4.77,    6.08,   24.92,   31.77,      67,    1662,    35.3
2077,2077,Car (driver),From/to work address,Very urban,2015,    0.18,    4.41,    5.92,   24.62,   33.06,      62,    1538,    34.4
2078,2078,Car (driver),From/to work address,Very urban,2016,    0.18,    4.79,    6.12,   26.88,   34.35,      62,    1674,    35.7
2079,2079,Car (driver),From/to work address,Very urban,2017,    0.18,    4.18,    5.68,   23.84,   32.36,      61,    1452,    32.8
2080,2080,Car (driver),From/to work address,Urban,2010,    0.25,    5.61,    7.47,   22.81,   30.39,      86,    1950,    43.3
2081,2081,Car (driver),From/to work address,Urban,2011,    0.24,    5.58,    7.03,   23.36,   29.45,      83,    1940,    40.8
2082,2082,Car (driver),From/to work address,Urban,2012,    0.25,    5.60,    7.18,   22.58,   28.97,      86,    1952,    41.8
2083,2083,Car (driver),From/to work address,Urban,2013,    0.24,    5.70,    7.04,   23.66,   29.20,      84,    1985,    40.8
2084,2084,Car (driver),From/to work address,Urban,2014,    0.25,    6.30,    7.74,   25.16,   30.92,      87,    2193,    44.9
2085,2085,Car (driver),From/to work address,Urban,2015,    0.24,    6.07,    7.22,   25.50,   30.34,      83,    2114,    41.9
2086,2086,Car (driver),From/to work address,Urban,2016,    0.24,    6.05,    7.37,   25.29,   30.82,      84,    2112,    42.9
2087,2087,Car (driver),From/to work address,Urban,2017,    0.24,    5.97,    7.04,   25.25,   29.78,      82,    2069,    40.7
2088,2088,Car (driver),From/to work address,Moderately urban,2010,    0.26,    5.85,    7.27,   22.24,   27.63,      91,    2034,    42.1
2089,2089,Car (driver),From/to work address,Moderately urban,2011,    0.27,    6.19,    7.42,   22.97,   27.55,      94,    2153,    43.0
2090,2090,Car (driver),From/to work address,Moderately urban,2012,    0.26,    5.86,    7.08,   22.63,   27.37,      90,    2043,    41.2
2091,2091,Car (driver),From/to work address,Moderately urban,2013,    0.27,    6.24,    7.67,   23.39,   28.74,      93,    2171,    44.5
2092,2092,Car (driver),From/to work address,Moderately urban,2014,    0.26,    6.51,    7.54,   24.71,   28.59,      92,    2265,    43.7
2093,2093,Car (driver),From/to work address,Moderately urban,2015,    0.27,    6.58,    7.65,   24.44,   28.41,      94,    2291,    44.4
2094,2094,Car (driver),From/to work address,Moderately urban,2016,    0.27,    6.29,    7.98,   23.64,   30.00,      93,    2196,    46.4
2095,2095,Car (driver),From/to work address,Moderately urban,2017,    0.27,    6.13,    7.60,   22.64,   28.05,      94,    2125,    43.9
2096,2096,Car (driver),From/to work address,Slightly urban,2010,    0.28,    6.61,    7.88,   23.40,   27.88,      98,    2296,    45.6
2097,2097,Car (driver),From/to work address,Slightly urban,2011,    0.28,    6.98,    8.04,   24.59,   28.32,      99,    2425,    46.6
2098,2098,Car (driver),From/to work address,Slightly urban,2012,    0.28,    6.46,    7.43,   23.15,   26.64,      97,    2251,    43.2
2099,2099,Car (driver),From/to work address,Slightly urban,2013,    0.29,    7.01,    7.89,   24.13,   27.18,     101,    2438,    45.8
2100,2100,Car (driver),From/to work address,Slightly urban,2014,    0.28,    6.83,    7.92,   24.00,   27.83,      99,    2377,    45.9
2101,2101,Car (driver),From/to work address,Slightly urban,2015,    0.30,    7.66,    8.54,   25.85,   28.85,     103,    2665,    49.6
2102,2102,Car (driver),From/to work address,Slightly urban,2016,    0.30,    7.51,    8.50,   25.05,   28.35,     105,    2621,    49.4
2103,2103,Car (driver),From/to work address,Slightly urban,2017,    0.30,    7.24,    8.68,   23.84,   28.58,     105,    2509,    50.1
2104,2104,Car (driver),From/to work address,Not urban,2010,    0.31,    7.69,    9.14,   24.98,   29.71,     107,    2671,    53.0
2105,2105,Car (driver),From/to work address,Not urban,2011,    0.31,    7.67,    8.34,   24.48,   26.62,     109,    2667,    48.3
2106,2106,Car (driver),From/to work address,Not urban,2012,    0.32,    7.65,    8.55,   24.07,   26.90,     111,    2667,    49.7
2107,2107,Car (driver),From/to work address,Not urban,2013,    0.30,    7.09,    8.03,   23.96,   27.17,     103,    2463,    46.5
2108,2108,Car (driver),From/to work address,Not urban,2014,    0.29,    7.03,    8.02,   24.26,   27.64,     101,    2445,    46.4
2109,2109,Car (driver),From/to work address,Not urban,2015,    0.29,    6.74,    7.72,   23.27,   26.66,     101,    2346,    44.8
2110,2110,Car (driver),From/to work address,Not urban,2016,    0.29,    7.67,    8.54,   26.39,   29.36,     102,    2680,    49.7
2111,2111,Car (driver),From/to work address,Not urban,2017,    0.33,    7.54,    8.80,   22.81,   26.64,     114,    2612,    50.8
2112,2112,Car (driver),Business visit in working atmosphere,Nederland,2010,    0.04,    1.31,    1.56,   37.35,   44.45,      12,     455,     9.0
2113,2113,Car (driver),Business visit in working atmosphere,Nederland,2011,    0.03,    1.40,    1.44,   40.82,   41.88,      12,     487,     8.3
2114,2114,Car (driver),Business visit in working atmosphere,Nederland,2012,    0.03,    1.19,    1.17,   42.94,   42.16,      10,     415,     6.8
2115,2115,Car (driver),Business visit in working atmosphere,Nederland,2013,    0.03,    1.14,    1.24,   38.24,   41.68,      10,     397,     7.2
2116,2116,Car (driver),Business visit in working atmosphere,Nederland,2014,    0.03,    1.05,    1.08,   41.01,   41.89,       9,     366,     6.2
2117,2117,Car (driver),Business visit in working atmosphere,Nederland,2015,    0.02,    1.05,    1.06,   46.21,   46.71,       8,     365,     6.1
2118,2118,Car (driver),Business visit in working atmosphere,Nederland,2016,    0.02,    0.93,    0.96,   41.63,   43.18,       8,     324,     5.6
2119,2119,Car (driver),Business visit in working atmosphere,Nederland,2017,    0.02,    0.95,    0.97,   41.01,   42.00,       8,     329,     5.6
2120,2120,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2010,    0.04,    1.88,    1.80,   51.03,   48.72,      13,     654,    10.4
2121,2121,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2011,    0.03,    1.19,    1.28,   37.02,   39.82,      11,     413,     7.4
2122,2122,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2012,    0.03,    1.55,    1.47,   49.81,   47.06,      11,     541,     8.5
2123,2123,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2013,    0.03,    1.30,    1.13,   46.09,   40.21,      10,     452,     6.6
2124,2124,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2014,    0.03,    1.23,    1.13,   42.88,   39.36,      10,     427,     6.5
2125,2125,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
2126,2126,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
2127,2127,Car (driver),Business visit in working atmosphere,Noord-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
2128,2128,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2010,    0.03,    1.42,    1.92,   43.03,   58.16,      11,     493,    11.1
2129,2129,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2011,    0.03,    1.50,    1.43,   42.98,   40.90,      12,     521,     8.3
2130,2130,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2012,    0.03,    1.30,    1.24,   46.40,   44.20,      10,     455,     7.2
2131,2131,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2013,    0.02,    1.14,    1.12,   48.59,   47.86,       8,     396,     6.5
2132,2132,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2014,    0.03,    1.27,    1.31,   42.24,   43.30,      10,     443,     7.6
2133,2133,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2015,    0.03,    1.12,    1.10,   41.00,   40.23,      10,     391,     6.4
2134,2134,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2016,    0.02,    1.17,    1.15,   47.87,   47.01,       9,     408,     6.7
2135,2135,Car (driver),Business visit in working atmosphere,Oost-Nederland (LD),2017,    0.03,    1.12,    1.11,   42.94,   42.56,       9,     389,     6.4
2136,2136,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2010,    0.03,    1.05,    1.33,   33.02,   42.08,      11,     364,     7.7
2137,2137,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2011,    0.04,    1.45,    1.53,   41.25,   43.65,      12,     504,     8.9
2138,2138,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2012,    0.03,    1.09,    1.10,   40.44,   41.06,       9,     379,     6.4
2139,2139,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2013,    0.03,    1.12,    1.27,   33.90,   38.67,      11,     388,     7.4
2140,2140,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2014,    0.02,    0.91,    1.00,   37.78,   41.19,       8,     318,     5.8
